,0,1
0,0.7637575181240008,0.19663253636306066
1,0.7155161353883093,0.7215456958116077
2,0.29232875434267036,0.10273947731457933
3,0.49068133294063887,0.15535331489648896
4,0.18519014360310748,0.39766230513153256
5,0.3055881633231836,0.03795355143160184
6,0.2679334543386651,0.9881434579665739
7,0.7062018902850462,0.16184334253640464
8,0.7845414917020858,0.19540917442999284
9,0.6377346895340682,0.09310133568728152
10,0.2583310186141562,0.4961546637084612
11,0.39612075632059696,0.6223034251916041
12,0.8436801409235096,0.2734348382732791
13,0.31647805399013007,0.15201289960242192
14,0.39516949082057895,0.9490277513994552
15,0.7983544403102806,0.5136002098100805
16,0.009900799885550149,0.6625624050990361
17,0.5519459838329948,0.2296051597965788
18,0.9011710394349716,0.4851479402124138
19,0.47906601651553726,0.35563118641582037
20,0.6033890141382762,0.49300923112016726
21,0.07151999325679848,0.7119192794052079
22,0.2051084643143738,0.5236488598157185
23,0.8048030158238582,0.0331720083920809
24,0.2486093408855935,0.6932499990917179
25,0.9640769745342179,0.6759305675206454
26,0.7960406871191239,0.9888705197355477
27,0.719145575692371,0.42868236931891013
28,0.7054445803474337,0.6985993646125316
29,0.4158806300068424,0.5673281112448372
30,0.46534861736185495,0.12251432536319262
31,0.6695221484721006,0.6885847064905315
32,0.8164850729801447,0.8467655485713295
33,0.3375390796834946,0.9137173179517956
34,0.5046396687840784,0.7102450922005329
35,0.6805017530656876,0.7863585530898467
36,0.0967531951912236,0.4347900979744348
37,0.3755731489154397,0.022759026642184543
38,0.7925230195943928,0.2901078504629815
39,0.2811030660138305,0.9305191874732982
40,0.07202666721168838,0.10339811671506971
41,0.16534386493137787,0.6747781637748087
42,0.33455208685484317,0.1810837245778545
43,0.3980234086669414,0.37161169898067326
44,0.2607950103916259,0.1290117461268404
45,0.5288975293701692,0.4604864241627521
46,0.27721844265580486,0.14821037064314269
47,0.6520511591941243,0.2635271938399337
48,0.8791432096083388,0.5426186318109297
49,0.20348219841624882,0.8649039491832267
50,0.6018861170188998,0.2581403022709253
51,0.09553573276619698,0.04784363941820735
52,0.9350417210079945,0.556025875318231
53,0.412210216928402,0.9372948311701719
54,0.20515939670413796,0.3342580765556169
55,0.19719110617623048,0.06740647586177773
